original,predicted,wer:13.96,cer:3.94,num_tokens,num_chars,substitutions,insertions,deletions
utafiti kuhusu chanjo ao matunzo ya kupiganisha virusi inaendelea,utafiti kuhusu chanjo ao matunzo ya kupiganisha virusi inaendelea,0,0,9,57,0,0,0
kufungwa kwa masomo inalazimisha wazazi na wasimamizi wa watoto kuchunga na kuwaongoza katika mafunzo ya mbali wakati watoto hawasomi,kufunga ako musomi inalajimisha wezazi na wasimamiziwawatoto kuchuga na kuongeza kutika mafunzo ya ibale wakati wa kitu hawashole,15,20,19,115,12,1,2
kuepuka namna ya kufundisha ambayo inaomba mawasiliano ya ukaribu,kuepuka lamla ya kufundisha ambao inaomba mawasiliano ya ukaribu,2,3,9,57,2,0,0
ruhusa ya kwenda tu inje kila siku mbili juu ya kufanya shuruli,ruhusa ya kwenda tu inje kila siku mbili juu ya kufanya shuruli,0,0,12,52,0,0,0
huduma zingine za masomo ziliendelea zinafanyikwa lakini mafunzo ilikuwa inafanyika tu kwa mbali,huduma zingine za masomo zeleendelea zinafanyikwa lakini mafunzo ilikuwa inafanyika tu kwa mbali,1,2,13,84,1,0,0
raisi wa marekani trump anatangaza virusi ya corona kuwa ugonjwa inayo husu inchi muzima,rais wa marekani trump anatangaza virusi ya corona kuwa ugonjwa inayo husu inchi muzima,1,1,14,75,1,0,0
unajua kama uko na matatizo ya ugonjwa wa moyo,unajua kama hauko na matatizo ya ugonjwa wa moyo,1,2,9,38,1,0,0
heshimia hizi maagizo na epuka vikundi ya watu,heshimia hizi maagizo na epuka vikundi ya watu,0,0,8,39,0,0,0
liste ya hatua mbalimbali za kuingia za iata na za new york times,pliste ya hatua mbali mbali za kuingia za yata na za new yor traumb,6,8,13,53,5,1,0
kisha kuuza essence nawa mikono yako na dawa ya maji ya kusafisha mikono desinfectant,kisha kuuza esence nawa mikono yako na dawa ya maji ya kusafisha mikono de efeqton,3,7,14,72,2,1,0
trump alikamata uamuzi huo kutokana na masharti ya sheria ya zarura ya kitaifa tukitaja vyombo vingine vinavyo ongoza,trump alikamata uamuzi huo kutokana na masharti ya sheria ya zarura vya kitaifa kukitaaja vyombo vingine vinavyo ongoza,2,3,18,100,2,0,0
zaidi ya hayo umoja ya ulaya ue ilifunga mipaka yake ya inje,zaidi ya hayo umoja ya ulaya ilifunga mipaka yake ya inje,1,2,12,49,0,0,1
hakuna kipimo inayo tambulika kwa kupima virusi ao kinga ya mwili katika damu atakama vipimo vinaendelea kufanywa,hakuna kipimo inayo tambulika kwa kupima virusi ao kinga ya mwili katika damu atakama vipimo vinaendelea kufanywa,0,0,17,97,0,0,0
elimu inayo paniwa ku masomo tafauti na isiyo paniwa ku masomo inahusu masomo masomo ya elimu ya juu vyuo vikuu na masomo za mafunzo,elimu inayo paniwa ku masomo tofauti na isiyo paniwa ku masomo inahusu masomo masomo ya elimu ya juu vyuo vikuu na masomo za maunzo,2,2,24,109,2,0,0
lakini walisema kama hakukuwa ku chesapeake energy arena ya muji wa oklahoma kwenye utah jazz ingepashwa cheza na oklahoma city thunder,lakini walisema kama hakukuwa kwachiza pikkanoj arena wamuji wa uklaoma kwenye uta jaz ingepashwa cheza na uklaoma siti tunda,11,24,21,115,9,0,2
wanaweza panga safari kujua ndege zenye hazisafiri kila siku ao kukopesha franga kwa haraka juu ya kulipia safari,wanaweza panga safari kujua ndege zenye hazisafiri kila siku ao kukopesha franga kwa haraka juu ya kulipia safari,0,0,18,96,0,0,0
uitoshe kwa nyuma uitupe kisha nawa mikono yako,uitoshe kwa nyuma itupe kisha nao mikono yako,2,3,8,40,2,0,0
vituo vya kuchunga na kuzuwia magonjwa vya serkali ya marekani,vituo vya kuchunga na kuzuia magonjwa vya serkali ya marekani,1,1,10,53,1,0,0
nilisikia maumivu kwa muda mfupi ndani ya kifua,nilisikia maumivu kwa muda mfupi ndani ya kifua,0,0,8,40,0,0,0
hiyo uamuzi ilitangazwa siku mbili baada ya shirika la afya duniani oms kutangaza muripuko hiyo ya magonjwa yenye kusababisha corona kuwa ugonjwa mu inchi za mingi,hiyo uamuzi ilitangazwa siku mbili badaa ya shirika la afya duniani oms kutangaza muripuko hiyo ya magonjwa yenye kusababisha corona kuwa ugonjwa mu inchi za mingi,1,2,26,138,1,0,0
kama uko mzee ao unapatikana kwenye kundi ingine ya hatari kubwa na unaweza kupata chanjo ya kujikinga na ugonjwa ya mafafa fanya hivyo,kama uko mzee ao unapatikana kwenye kundi ingine ya hatari kubwa na unaweza kupata chanjo ya kujikinga na ugonjwa ya mafafa fanya hivyo,0,0,23,113,0,0,0
nitakutumia picha ku ecran yako,nitakutumia picha ku gron yako,1,3,5,27,1,0,0
hata kama iyi magonjwa ilianza uko china ilisambarana dunia muzima na china iko na bagonjwa benye kuhakikishwa na vifo kidogo kuliko inchi zingine mingi,hata kama hii magonjwa ilianza uko china ilisambarana dunia muzima na china iko na bagonjwa benye kuhakikishwa na vifo kidogo kuliko inchi zingine mingi,1,2,24,129,1,0,0
kampuni zinazo hitaji ruhusa ya serkali juu ya kufungula tena,kampuni zinazo hitaji ruhusa ya serkali juu ya kufungula tena,0,0,10,52,0,0,0
mipaka mingi za kimataifa na za kando kando zinafungwa,nipaka mingi za kimataifa na za kandokando zinafungwa,3,1,9,46,2,0,1
wengine waikuwa nasumbuka sana juu ya kufungwa mu maeneo tafauti,wageni walikuwa nasumbuka sana juu ya kufungwa mu maeneo tofauti,3,6,10,55,3,0,0
maambukizi inasambarana kwa urahisi mu mashua na huduma za afya ziko kidogo,maambukizi inasambarana kwa urahisi mu mashua na huduma za afya ziko kidogo,0,0,12,64,0,0,0
usisimame ao kuikala karibu na watu ambao wanaweza kuwa wagonjwa,usisimame ao kuikala karibu na watu ambao wanaweza kuwa wagonjwa,0,0,10,55,0,0,0
na pua yako inatosha makamasi,na pua yako inatosha makamasi,0,0,5,25,0,0,0
kufunga ma kampuni na fasi za michezo na kukatazwa kufanya shuruli,kufunga makampuni na fasi za michezo na kukatazwa kufanya shuruli,2,0,11,56,1,0,1
kuko inchi zenye zinakatala watu wote ao karibu wageni wote kuingia ao zinapunguza hesabu ya raia na wakaaji wa kawaida wa ile eneo kusafiri,tuko inchi zenye zinakatala watu wote ao karibu wageni wote kuingia ao zinapunguza hesabu ya raia ya wakaaji wa kawaida wa ile eneo kusafiri,2,2,24,117,2,0,0
ni maeneo gani njo zinaguswa,ni maeneo gani njo zinaguswa,0,0,5,24,0,0,0
maumivu ya sana ngambo ya kushoto ya kifua yako,maumivu ya sana ngambo ya kushoto ya kifua yako,0,0,9,39,0,0,0
huko marekani masomo ya elimu ya juu na vyuo vikuu zinatumika kama miji kidogo zenye zinapana franga mingi ku miji majimbo na maeneo,huko marekani masomo ya elimu ya juu na vyuo vikuu vinatumika kama miji kidogo zenye zinapana franga mingi ku miji ma jimbo na maeneo,3,1,23,110,2,1,0
ni maeneo gani njo zinaguswa,ni maeneo gani njo zinaguswa,0,0,5,24,0,0,0
ingine shirika kubwa ya basketball ya marekani national collegiate athletic association inayo simamia basketball kwenye vyuo vikuu ilishimamisha mashindano yake march madness kwa ligi ya wanaume na wanamuke,ingine shirika kubwa ya basket bolg marekani nashnocolege taflete ca sosiation inayo shimamia basseketebon kwenye vyuo vikuu ilishimamisha mashindano yake machi madness kwa ligi ya wanaume na wanamuke,9,27,28,179,9,0,0
endelea na pata habari ugonjwa na kanuni za kusafiri zinabadilika haraka,endelea napata habari ugonjwa na kanuni za kusafiri zinabadilika haraka,2,0,11,62,1,0,1
nitakutumia picha,nitakutumia picha,0,0,2,16,0,0,0
kwa sababu ya ukosefu wa mask wafanyakazi kiafya wako na shida ya kupata mask na iyi inatia kila mtu katika hatari,kwa sababu ya ukosefu wa maske wafanyakazi kiafya wako na shida ya kupata maske na hii inatia kila mtu katika hatari,3,4,21,94,3,0,0
wakati ya kutumia kitambala ya kutoa buchafu fuata maelekezo yenye iko ku emballage,wakati ya kutumia kitambala ya kutoa uchafu fata maelekezo yenye iko ku ambalage,3,4,13,71,3,0,0
kukatazwa kuingia mu ma lupango kwenye watu hawaishi,kukataza kuingia mu mulango kwenye watu hawaishi,3,4,8,45,2,0,1
kuhakikisha kama kutumikisha programes na mitandao haitatia siri ya habari kuhusu wanafunzi katika hatari,kuhakikisha kama kutumikisha programe ya mitandao haitatia siri ya habari kuhusu wanafunzi katika hatari,2,2,14,92,2,0,0
sasa kama inawezekana reserver wekeza safari ya ndege ya moja kwa moja na kama haiko vile fikiria kwa uangalifu mahali kwenye unasafiri,sasa kama inawezekana kuchunga kuwekeza safari ya ndege ya moja kwa moja na kama haiko vile fikiria kwa uangalifu mahali kwenye unasafiri,2,10,22,114,2,0,0
angalia pia safari ya ndege na afya,angalia pia safari ya ndege na afia,1,1,7,29,1,0,0
kwa kweli wafanyakazi wa kiafya wako mu hatari kubwa kuliko wengine na vikundi vya magonjwa kati ya wafanyakazi na katika vituo vya afya,kwa kweli wafanyakazi wa kiafya wako mu hatari kubwa kuliko wengine na vikundi vya magonjwa kati ya wafanyakazi na katika vituo vya afya,0,0,23,114,0,0,0
bakia nyumbani kama unagonjwa na epuka kugusana na wengine mpaka alama zako zipotee,bakia nyumbani kama unagonjwa na epuka kugusana na wengine mpaka alama za kuzipokea,2,3,13,71,2,0,0
kuko ukosefu wa mask za kinganga mu dunia,kuko ukosefu wa maske za kiganga mu dunia,2,2,8,34,2,0,0
nitakutumia picha,nitakutumia picha,0,0,2,16,0,0,0
sawa mama kutokana na alama zako inawezekana uko na virusi ya mafua,saa anama kutokana na alama zako inawezekana uko na virusi ya mafua,2,2,12,56,2,0,0
siku ya tano raisi wa marekani donald trump alitangaza zarura mu taifa nzima kwa kupiganisha muripuko ya ugonjwa wa sasa wa virusi ya corona,siku ya tano raisi wa marekani donald jrump alitangaza zarura mutaifa nzima kwa kupiganisha muripuko ya ugonjwa wa sasa wa virusi ya corona,3,1,24,117,2,0,1
serkali ya amerika na canada zinashauri kuepuka kusafiri na mashua bateau ya starehe,serkali ya amerika na canada zinashauri kuepuka kusafiri na mashua ya starehe,1,6,13,72,0,0,1
virusi ya corona inasambarana pia amerika ya kaskazini,virusi ya corona inasambarana pia amerika ya kaskazini,0,0,8,47,0,0,0
ukiugusa nawa mikono yako mara moja,ukiugusa nawa mikono yako mara moja,0,0,6,30,0,0,0
iyi inamaanisha kupunguza mawasiliano na wengine umbali ya metres mbili ao migulu sita nabo na kuepuka mikusanyiko,hii inamaanisha kupunguza mawasiliano na wengine umbali ya metres mbili ao migulu sita nabo na kuepuka mukusanyiko,2,3,17,98,2,0,0
hivi ni vyanzo vingine vya habari juu ya muripuko ya virusi ya corona,hivi na vianzo vingine vya habari juu ya muripuko ya virusi ya corona,2,2,13,57,2,0,0
kufungwa kwa masomo inaweza kuwa na matokeo mazuri wakati inachukuliwa mbio mbio,kufungwa kwa masomo inaweza kuwa na matokeo mazuri wakati inachukuliwa mbio mbio,0,0,12,69,0,0,0
vyuo vikuu zilifunga kwa muda wa juma moja lakini zikaanza tena toa mafunzo kupitia mtandao wa internet,vyuo vikuu vilifunga kwa muda wa juma moja lakini zikaanza tena toa mafunzo kupitia mtandao wa internet,1,1,17,87,1,0,0
elimu ya ngazi ya kwanza ya chuo kikuu inahusu elimu yenye inatolewa kisha masomo ya sekondari na ya mbele ya masomo ya chuo kikuu ambayo kwa ujumla mwanafunzi anapataka licence,elimu ya ngazi ya kwanza ya chuo kikuu inahusu elimu yenye inatolewa kisha masomo ya sekondari na ya mbele ya masomo ya chuo kikuu ambayo kwa ujumla mwanafunzi anapataka lussance,1,4,30,148,1,0,0
unaweza kugusa mukono ya mtu mwengine bila kupiga hatua ya kumujogelea,unaweza kugusa mkono ya mtu mweyingine bila kupiga hatua ya kumujogelea,2,3,11,60,2,0,0
kisha kusafiri chunguza afya yako na upange kujitenga kwa juma mbili juu ya kuepusha kusambaraza ugonjwa kwa watu wengine,kisha kusafiri chunguza afya yako na upange kujitenga kwa juma mbili juu ya kuepusha kusambaraza ugonjwa kwa watu wengine,0,0,19,103,0,0,0
mu dunia kote kunaonekana ongezeko ya matukio ya ubaguzi ya rangi kwa watu kutoka asia ya mashariki ikiwemo miji kubwa kama new york londres na san francisco,mu dunia kote kunaonekana ongezeko ya matukio ya ubaguzi ya rangi kwa watu kutoka taisia ya mashariki ikiwemo miji mekubwa kama new york londe na san francisco,3,6,27,131,3,0,0
mfano wa kihesabu inaonesha kama maambukizi ya muripuko ya magonjwa inaweza kucheleweshwa kupitia kufungwa kwa masomo,mfano wa kihesabu inaonesha kama maambukizi ya muripuko ya magonjwa inaweza kucheleweshwa kupitia kufungwa kwa masomo,0,0,16,102,0,0,0
chama cha taifa ya basket ilishimamisha michezo kwa sababu ya ugonjwa ya virusi ya corona,chama cha taifa ya basket ilishimamisha mchezo kwa sababu ya ugonjwa ya virusi ya corona,1,1,15,75,1,0,0
kwa kweli wafanyakazi wa kiafya wako mu hatari kubwa kuliko wengine na vikundi vya magonjwa kati ya wafanyakazi na katika vituo vya afya,kwa kweli wafanyakazi wa kiafya wako mu hatari kubwa kuliko engine na vikundi vya magonjwa kati ya wafanyakazi na katika vituo vya afya,1,1,23,114,1,0,0
epuka kukumbatiana kupana bizu kukamatana mikono ngumi kwa ngumi na mawasiliano yoyote ile,epuka kukumbatiana kupana bisu kukamatana mikono ngumi kwa ngumi na mawasiliano yoyote ile,1,1,13,78,1,0,0
inapitikana katikati ya kifua yangu,inapitikala katikati ya kifua yangu,1,1,5,31,1,0,0
wakati hakuna uhakika mipango inaweza kubadilika,wakati hakuna uhakika mipango inaweza kubadilika,0,0,6,43,0,0,0
kuuza billet ya safari ya iyi aina unaweza labda kuwasiliana na kampuni ya ndege ao kutumia njia isiyo julikana sana,kuuza bie ya safari ya hii aina unaweza labda kuwasiliana na kampuni ya ndege ao kutumia njia isiyo julikana sana,2,5,20,97,2,0,0
kulazimishwa kuvala mask ya kujikinga wakati uko kati ya watu wengi,kulazimishwa kuvala maske ya kujikinga wakati uko kati ya watu wengi,1,1,11,57,1,0,0
ukipata namna ya kurudia ku nyumba ujitayarishe kujua kama itakuwa na garama sana na hali yenye haiko ya kawaida na itakua na mashurti yenye haiko ya kawaida kama hakuna mizigo yenye iliandikwa,ukipata namna ya kurudia kunyumba ujitayarishe kujua kama itakuwa na garama sana na hali yenye haiko ya kawaida na itakuwa na mashurti yenye haiko ya kawaida kama hakuna mizigo yenye iliandikiwa,4,2,32,162,3,0,1
kuangalia kama inawezekana kuhamisha vifaa vya aina iyi kwa muda mfupi kutoka mu ma salles informatique kwenda mu ma familia na kuwapatia fursa ya kutumikisha internet,kuangalia kama inawezekana kuhamisha vifaa vya aia hii kwa muda mfupi kutoka mu masal anprormetique kwenda mo mafamilia la kuwapatia fursa ya kutorekesha interneti,11,17,26,142,9,0,2
kama haiko vile ujitayarishe kama utalazimika kubakia mahali kwenye uko kwa muda mrefu,kama haiko vile ujitayarishe kama utalazimika kubakia mahali kwenye uko kwa muda mrefu,0,0,13,74,0,0,0
homa ilianza tangu siku mbili,homa ilianza tangu siku mbi,1,2,5,25,1,0,0
inaluma mu kifua,inaluma mu kifua,0,0,3,14,0,0,0
inchi zingine zitakupima pia hata kama hauna alama yoyote,inchi zingine bado zitakupima hata kama hauna alama yoyote,2,7,9,49,0,1,1
uko na kikohozi ya kukauka mafua pua yenye kutoa makamasi kutapika kuhara,uko na kikohozi ya kukauka mafua pua yenye kutoa makamasi kutapika kuhara,0,0,12,62,0,0,0
lakini habari njema ni kwamba safari mingi za ndege ziko beyi chini kuliko kawaida kwa sababu ya kupunguka kwa mahitaji na kuko uwezekano ya kuwa na kiti ya wazi karibu yako,lakini habari njoma ni kwamba safari mingi za ndege ziko bei chini kuliko kawaida kwa sababu ya kupunguka kwa mahitaji na kuko uwezekano ya kuwa na kiti ya wazi karibu yako,2,2,31,143,2,0,0
maambukizi kupitia kinywa na mavi nayo inawezekana,maambukizi kupitia kinywa na mahvi nayo inawezekana,1,1,7,44,1,0,0
watu wako wa karibu wako na zile ma alama,watuwako wa karibu wako na zile ma alama,2,0,9,33,1,0,1
ugonjwa huo ni aina ya virusi ya corona familia ya sars mers na aina zingine za mafua ya kawaida,ugonjwa ngugo ni aina ya virusi ya corona familia ya salx merx na aina zingine za mafua ya kawaida,3,6,19,78,3,0,0
katika hali zingine iyi inamaanisha beyi kali sana ya billet tiketi,katika hali zingine hii inamaanisha bei kani sana ya tiketi ao bie,6,12,11,57,5,1,0
na kwa iyo unesco iliomba inchi kusaidia wanafunzi waliyo guswa na jamaa zabo na kuweka mipango ya mafunzo kwa mbali na yenye itagusa eneo mingi,na kwa hiyo unisco iliomba inchi kusaidia wanafunzi waliyo guswa na jamaa zabo na kuweka mipango ya kufuuzo kwa mbali na yenye itaguza eneo mingi,4,6,25,120,4,0,0
usiuze mask kama hauzihitaji,usiuze maske kama uzihitaji,2,3,4,25,2,0,0
kukatazwa kuingia mu ma lupango kwenye watu hawaishi,kukatazwa kuingia mu malupango kwenye watu hawaishi,2,0,8,45,1,0,1
wanamuke ni wengi kati ya wafanyakazi wa kiafya na hawawezi enda ku kazi mara mingi juu ya majukumu zao za uzazi zinazo tokana na masomo kufungwa,bwanamuke ni wengi kati wa nifanyakazi wakifanya na hawawezi enda kazi mara mingi juu ya majukumu za ku zao zauzazi zinayo tokana na masono kufungwa,12,14,26,120,7,2,3
kutowa magonjwa wa kisukari unakuaka na shida ao magonjwa kali zingine,kutoa magonjwa ya kisukari unakuwaka na shida ao magonjwa kali zingine,3,3,11,60,3,0,0
kukausha mikono iliyo safishwa inasaidia kuondoa mikrobe ao vidudu ku ngozi kwa hivyo usiruke iyi hatua na usichangie kitambala ya kupanguza,kukausha mikono iliyo safishwa inasaidia kuondoa mikrobe ao vidudu ku ngozi kwa hivyo usiruke hii hatua na usichangie kitambala ya kupanguza,1,2,21,120,1,0,0
na uniambie ni alama gani uko nazo kwa sasa,na uniambie ni alama gani uko nazo kwa sasa,0,0,9,35,0,0,0
kama hauna namna ingine jielimishe na upate habari za sasa kuhusu hali ya mahali kwenye unapatikana,kama hauna namna ingine jielimishe na upate habari za sasa kuhusu hali ya mahali kwenye unapatikana,0,0,16,84,0,0,0
uwezo wa kuambukizwa tena na virusi kisha kuipona kwa mara ya kwanza haiyahakikishwa,uwezo wa kuambukizwa tena na virusi kisha kuipona kwa mara ya kwanza haiyehakikishwa,1,1,13,72,1,0,0
kuchagua suluhisho zenye zinajibu ku matatizo ya kiakili mbele ya elimu kutafuta vifaa kwa ajili ya kukusanyisha ma masomo wazazi walimu na wanafunzi,kuchagua suluhisho zenye zinaajibu ku matatizo ya kiakili mbele ya elimu kutafuta vifaa kwa ajili ya kukusanyisha masomo wazazi walimu na wanafunzi,2,3,23,127,1,0,1
usichangie vifaa binafsi ambavyo vinagusa mate kama vile brosse a dents mifuniko vinywaji chupa za maji na serviettes vitambala,usichangie vifaa binafsi ambavyo vinagusa mate kama vile brosadants mifiniko vinywaji chupa za maji na serviette vitambala,5,5,19,109,3,0,2
kutayarisha maulizo uchunguzi ao mazowezi za mafunzo juu ya kufuatilia kwa ukaribu ginsi mafunzo ya wanafunzi inaendelea,kutayarisha maulizo uchunguzi ao mazoezi za mafunzo juu ya kufatilia kwa ukaribu gisi mafunzo ya wanafunzi inaendelea,3,3,17,104,3,0,0
hatua zenye unashauriwa kukamata ni kutumikia kunyumba ikiwezekana kuepuka makundi ya watu na kutoka kunyumba isipokuwa ni lazima kabisa,hatua zenye unashauriwa kukamata ni kutumikia kunyumba ikiwezekana kuepuka makundi ya watu na kutoka ku nyumba isipokuwa ni lazima kabisa,2,0,19,118,1,1,0
ni katikati ya kifua yangu,ni katikati ya kifua yangu,0,0,5,22,0,0,0
ni katikati ya kifua yangu,ni katikati ya kifua yangu,0,0,5,22,0,0,0
kwa kupima iyi umbali kwa haraka fikiria kuwa weye na mtu mwingine munanyorosheana mikono mumoja kwa mwengine,kwa kupima hii umbali kwa haraka fikiria kuwa wenye na mtu mwemwengine munanyorosheana mikono mumoja kwa mwengine,3,7,17,93,3,0,0
wakati ya muripuko ya magonjwa kwenye mashua ya starehe kuwafungia watu na kutia nanga inakuwaka shida kwa sababu watu ni wengi ndani ya mashua,wakati ya muripuko ya magonjwa kwenye mashoa ya starehe kuwafungia watu nakutia nanga inakuwaka shida kwa sababu watu ni wengi ndani ya mashoa,4,2,24,120,3,0,1
tumia pia kitambala mouchoir kwa kugusa ecran ao boutons zingine,tumia pia kitambala muchoir kwa kugusa ecrants ao goutons zingine,3,4,10,55,3,0,0
maeneo kwenye masomo zinabakia nafunguliwa ni taiwan singapour australia swede na maeneo tafauti za marekani,maeneo kwenye masomo zinabakia nafunguliwa ni triwan singapore austrylia swedal la maeneo tofauti za marekani,6,8,15,94,6,0,0
heshimia kanuni za usafi kama zile za kuzuia mafua,heshimia kanuni za usafi kama zile za kuzuwia mafua,1,1,9,42,1,0,0
kuepuka namna ya kufundisha ambayo inaomba mawasiliano ya ukaribu,kuepuka namna ya kufundisha ambayo inaomba mawasiliano ya ukaribu,0,0,9,57,0,0,0
kufungwa kwa muji yote kijiji ao muji mukubwa,kufungwa kwa muji yote kijiji ao muji mkubwa,1,1,8,38,1,0,0
kuepuka kupatia wanafunzi na wazazi kazi mingi kwa kuwaomba wa telecharger na wapime programes mingi ku mutandao,kuepuka kupatia wanafunzi na wazazi kazi mingi kwa kuwaomba watérechargeres na wapime progame mingi ku tandao,4,8,17,96,3,0,1
kwa watu wasiyo kuwa na alama oms haishauri kuvala mask hata kama inchi zingine zinafanya hivyo,kwa watu wasiyo kuwa na alama oms haishauri kuvala maske hata kama inchi zingine zinafanya hivyo,1,1,16,80,1,0,0
safisha ma fasi kwa kutumia dawa inayofaa kama vile eau de javel yenye kuchangwa na maji,safisha mafasi kwa kutumia dawa inayofaa kama vile oude javel yenye kuchangwa na maji,4,2,16,73,2,0,2
uchuruzi wa mask ya kujikinga ya uwezo ya chini mpaka ya uwezo ya kawaida inaweza kuazibiwa kwa kifungo cha maisha,uchuruzi wa maske ya kujikinga ya uwezo ya chini mpaka ya uwezo ya kadiri inaweza kuazibiwa kwa kifungo cha maisha,2,5,20,95,2,0,0
katika hali zingine iyi inamaanisha beyi kali sana ya billet tiketi,katika hali zingine hii inamaanisha bei kali sana ya bie ao tiketi,4,7,11,57,3,1,0
maumivu ya mwili na mafua,maumivu ya mwili na mafu,1,1,5,21,1,0,0
maumivu ya sana ngambo ya kushoto ya kifua yako,maumivu ya sana ngambo ya kushoto ya kifua yako,0,0,9,39,0,0,0
maambukizi makubwa ikitokea kwa wakaaji wa eneo zaidi ya hatua ya watu kutosogeleana kuongeza siku za mapumuziko ya wanafunzi inaweza pia hitajika,maambukizi makubwa kitokea kwa wakaaji wa eneo zaidi ya hatua ya watu kutosoleliana kuongeza siku za mapumuziko ya wanafunge inaeza pia hetajika,5,7,22,125,5,0,0
tumia pia kitambala mouchoir kwa kugusa ecran ao boutons zingine,tumia pia kitambala ao muchoi kwa kugusa écrans ao boutons zingine,3,5,10,55,2,1,0
kama jibu ni ndio uko karibu sana,kama jibu ni ndio uko karibu sana,0,0,7,27,0,0,0
huko marekani masomo ya elimu ya juu na vyuo vikuu zinatumika kama miji kidogo zenye zinapana franga mingi ku miji majimbo na maeneo,huko marekani mashoma ya elimu ya juu na vyuo vikuu vinatumika kama miji fidoge zenye zinapana vanga mingi amesus na trimo na maeneo,7,17,23,110,7,0,0
kuko inchi zenye zinakatala watu wote ao karibu wageni wote kuingia ao zinapunguza hesabu ya raia na wakaaji wa kawaida wa ile eneo kusafiri,kuko inchi zenye zinakatala watu wote ao karibu wageni wote kuingia ao zinapunguza hesabu ya raia na ukaaji wa kawaida wa ile eneo kusafiri,1,2,24,117,1,0,0
sawa kulingana na miye ni mafua ndogo,sawa kulingana na miye ni mafua ndogo,0,0,7,31,0,0,0
jaribu ku lipiya kiti ya pembeni ya dirisha na epuka kuzunguruka mu ndege wakati ya safari,jaribu kulipia kiti ya pembeni ya dirisha na epuka kuzunguruka mu ndege wakati ya safari,2,1,16,75,1,0,1
wakati hakuna uhakika mipango inaweza kubadilika,wakati hakuna uhakika mipango inaweza kubadirika,1,1,6,43,1,0,0
vinyume vya muda mrefu kwa watu waliopona bado haiya julikani lakini upungufu wa uwezo ya kupumua ilioneshwa kwa wagonjwa mbalimbali waliopona,vinyume vya muda mrefu kwa watu waliyo pona bado haiyajulikana lakini upungufu wa uwezo ya kupumua ilionyeshwa kwa wagonjwa mbali mbali waliyo pona,9,4,21,122,5,3,1
kuko matukio yenye ilikatazwa hasa ma spectacles tamasha mipango ya michezo na mafundisho za masomo zinapanwa ku mitandao iyi inamaanisha kama unaweza kuifata bila kusafiri,kuko matukio yenye ilikatazo hasa ma spectaqu au tamasha mipango ya michezo na mafundisho za masomo zinapandwa kwa mtandao hii inamaanisha kama unaweza kuifata bila kusafiri,7,12,25,148,6,1,0
mwanzo ya mwezi wa tatu watu wakubwa watano wanao tumika katika kituo cha matunzo ya watoto wa shule ya msingi pa kobe walikutwa na ugongwa ya virusi ya corona,mwanzo ya mwezi ya tatu watu wakubwa wa cano munao tumika katika vituo cya matunzo ya watoto wa shule ya msingi o coby walikutwa na ugonjwa wa virusi ya corona,10,12,29,131,9,1,0
mu ma eneo yaliyo gusiwa watafiti wengi wanashauria tabia inayo itwa umbali wa kimwili ao kutosogeleana,mu maeneo yaliyo gusiwa watafiti wengi wanashauri tabia inayo itwa umbali wa kimwili ao kutosogele yala,5,3,16,88,3,1,1
piko wakati iyi inakuwa haiwezekani hata kama uko na afya bora na unatimiza masharti ya sheria ya kuingia mu inchi,piko wakati hii inakuwa iwezekani hata kama uko na afya bora na unatimiza masharti ya sheria ya kuingia mu inchi,2,4,20,95,2,0,0
na alama zako hazipotei mu siku tano,na alama zako hazipotei mu siku tano,0,0,7,30,0,0,0
muji ya wuhan iko kwa hizo listes na kipande ingine ya china ku za mingi,muji ya wuhan iko kwa hioliste na kipande ingine ya china ku za mingi,2,2,15,58,1,0,1
elimu ya ngazi ya tatu pia inaitwa elimu ya juu inahusu viwango vya elimu vya bila mukazo kisha mwisho ya elimu ya sekondari ao lycee,vilivu ya ngazi ya tatu pia inaitwa elimu ya juu ninarhusu viwangu vya elimu vya bila mu kazo kisha mwisho ya elimu ya sekondari ao lyce,6,7,25,109,5,1,0
lakini kampuni zingine zaidi ya maduka za kuuzisha chakula ma pharmacies zinafungwa na usafirishaji ya watu wengi zilipunguzwa ao kusimamishwa,lakini kampuni zingine zaidi ya maduka za kuuzisha chakula ma pharmacies zinafungwa na usafirishaji ya watu wengi ilipunguzwa ao kusimamishwa,1,1,20,123,1,0,0
inchi zingine zinaweka hatua kwa raia na wakaaji wa maeneo yenye inaambukizwa sana,inchi zingine zinaweka hatua kwa rahia ya wakaaji wa maeneo yenye inaambukizwa sana,2,2,13,70,2,0,0
wengine waikuwa nasumbuka sana juu ya kufungwa mu maeneo tafauti,mwengine walikuwa nasumbuka sana juu ya kufungwa mu maeneo tofauti,3,3,10,55,3,0,0
maambukizi kupitia bitu inawezekana kwa mfano kama mtu anakohola na kugusa mkono ya mulango kisha wengine wanagusa mkono poignet ya mulango na kisha sura zao,maambukizi kupitia bitu inawezekana kwa mfano kama mtu anakola na kugusa mkono ya mulango kisha wengine wanagusa mkono pwanye ya mulango na kisha sura zao,2,7,25,133,2,0,0
hakikisha kama habari zote na mashauri yenye unapata zinahakikishwa na waganga na wanasayansi ambao wanajulikana muzuri,hakikisha kama habari zote na mashauri yenye unapata zinahakikishwa na waganga na wanasayansi ambao wanajulikana muzuri,0,0,16,104,0,0,0
