original,predicted,wer:13.71,cer:3.89,num_tokens,num_chars,substitutions,insertions,deletions
utafiti kuhusu chanjo ao matunzo ya kupiganisha virusi inaendelea,utafiti kuhusu chanjo ao matunzo ya kupiganisha virusi inaendelea,0,0,9,57,0,0,0
kufungwa kwa masomo inalazimisha wazazi na wasimamizi wa watoto kuchunga na kuwaongoza katika mafunzo ya mbali wakati watoto hawasomi,kufungwa ko nasoni minalazimisha wazazi na wasimamizi ya watuto kuchunga na kuongeza kutika mafunzo ya ballig wakati wakito hawashel,10,20,19,115,10,0,0
kuepuka namna ya kufundisha ambayo inaomba mawasiliano ya ukaribu,kuepuka namna ya kufundisha ambao inaomba mawasiliano ya ukaribu,1,1,9,57,1,0,0
ruhusa ya kwenda tu inje kila siku mbili juu ya kufanya shuruli,ruhusa ya kwenda tu inje kila siku mbili juu ya kufanya shuruli,0,0,12,52,0,0,0
huduma zingine za masomo ziliendelea zinafanyikwa lakini mafunzo ilikuwa inafanyika tu kwa mbali,huduma zingine za masomo ziliendelea zinafanyikwa lakini mafunzo ilikuwa inafanyika tu kwa mbali,0,0,13,84,0,0,0
raisi wa marekani trump anatangaza virusi ya corona kuwa ugonjwa inayo husu inchi muzima,rais wa marekani trum anatangaza virusi ya corona kuwa ugonjwa inayo ruhusu inchi muzima,3,4,14,75,3,0,0
unajua kama uko na matatizo ya ugonjwa wa moyo,munajua kama uko na matatizo ya ugonjwa wa moyo,1,1,9,38,1,0,0
heshimia hizi maagizo na epuka vikundi ya watu,heshimia hizi maagizo na epuka vikundi ya watu,0,0,8,39,0,0,0
liste ya hatua mbalimbali za kuingia za iata na za new york times,liste ya hatua mbali mbali za kuingia za iata na za neotrams,5,7,13,53,2,1,2
kisha kuuza essence nawa mikono yako na dawa ya maji ya kusafisha mikono desinfectant,kisha kuuza essanse nawa mikono yako na dawa ya maji ya kusafisha mikono desifectens,2,5,14,72,2,0,0
trump alikamata uamuzi huo kutokana na masharti ya sheria ya zarura ya kitaifa tukitaja vyombo vingine vinavyo ongoza,trump alikamata uamuzi huo kutokana na masharti ya sheria ya zarura vya kitaifa kukitaja vyombo vingine vinavyo ngoza,3,3,18,100,3,0,0
zaidi ya hayo umoja ya ulaya ue ilifunga mipaka yake ya inje,zaidi yayo umoja ya ulaya ilifunga mipaka yake ya inje,3,4,12,49,1,0,2
hakuna kipimo inayo tambulika kwa kupima virusi ao kinga ya mwili katika damu atakama vipimo vinaendelea kufanywa,hakuna kipimo inayo tambulika kwa kupima virusi ao kinga ya mwili katika damu hata kama vipimo vinaendelea kufanywa,2,1,17,97,1,1,0
elimu inayo paniwa ku masomo tafauti na isiyo paniwa ku masomo inahusu masomo masomo ya elimu ya juu vyuo vikuu na masomo za mafunzo,elimu inayo paliwa ku masomo tofauti na isiyo paniwa ku masomo inahusu masomo masomo ya elimu ya juu vyuo vikuu na masomo za masunzo,3,3,24,109,3,0,0
lakini walisema kama hakukuwa ku chesapeake energy arena ya muji wa oklahoma kwenye utah jazz ingepashwa cheza na oklahoma city thunder,lakini walisema kama hakukuwa kuachiza pic canon jie arina kwa muji wa oklaoma kwenye utra jaz ingepashwa cheza na uklaoma siti toundar,12,26,21,115,11,1,0
wanaweza panga safari kujua ndege zenye hazisafiri kila siku ao kukopesha franga kwa haraka juu ya kulipia safari,wanaweza panga safari kujua ndege zenye hazisafiri kila siku ao kukopesha fanga kwa haraka juu ya kulipia safari,1,1,18,96,1,0,0
uitoshe kwa nyuma uitupe kisha nawa mikono yako,uitoshe kwa nyuma itupe kisha nawa mikono yako,1,1,8,40,1,0,0
vituo vya kuchunga na kuzuwia magonjwa vya serkali ya marekani,vituo vya kuchunga na kuzuia magonjwa vya serkali ya marekani,1,1,10,53,1,0,0
nilisikia maumivu kwa muda mfupi ndani ya kifua,nilisikia maumivu kwa muda mfupi ndani ya kifua,0,0,8,40,0,0,0
hiyo uamuzi ilitangazwa siku mbili baada ya shirika la afya duniani oms kutangaza muripuko hiyo ya magonjwa yenye kusababisha corona kuwa ugonjwa mu inchi za mingi,hiyo uamuzi ilitangazwa siku mbili bada ya shirika la afya duniani oms kutangaza muripuko hiyo ya magonjwa yenye kusababisha corona kuwa ugonjwa mu inchi za mingi,1,1,26,138,1,0,0
kama uko mzee ao unapatikana kwenye kundi ingine ya hatari kubwa na unaweza kupata chanjo ya kujikinga na ugonjwa ya mafafa fanya hivyo,kama uko muzee ao unapatikana kwenye kundi ingine ya hatari kubwa na unaweza kupata chanjo ya kujikinga na ugonjwa ya mafafa fanya hivyo,1,1,23,113,1,0,0
nitakutumia picha ku ecran yako,nitakutumia picha ku exront yako,1,3,5,27,1,0,0
hata kama iyi magonjwa ilianza uko china ilisambarana dunia muzima na china iko na bagonjwa benye kuhakikishwa na vifo kidogo kuliko inchi zingine mingi,hata kama hii magonjwa ilianza huko china ilisambarana dunia muzima na china iko na bagonjwa benye kuhakikishwa na vifo kidogo kuliko inchi zingine mingi,2,3,24,129,2,0,0
kampuni zinazo hitaji ruhusa ya serkali juu ya kufungula tena,kampuni zinazo hitaji ruhusa ya serkali juu ya kufungula tena,0,0,10,52,0,0,0
mipaka mingi za kimataifa na za kando kando zinafungwa,mipaka mingi za kimataifa na za kandokando zinafungwa,2,0,9,46,1,0,1
wengine waikuwa nasumbuka sana juu ya kufungwa mu maeneo tafauti,wageni walikuwa nasumbuka sana juu ya kufungwa mu maeneo tofauti,3,6,10,55,3,0,0
maambukizi inasambarana kwa urahisi mu mashua na huduma za afya ziko kidogo,maambukizi inasambarana kwa urahisi mu mashua na huduma za afya ziko kidogo,0,0,12,64,0,0,0
usisimame ao kuikala karibu na watu ambao wanaweza kuwa wagonjwa,usisimame ao kuikala karibu na watu ambao wanaweza kuwa wagonjwa,0,0,10,55,0,0,0
na pua yako inatosha makamasi,na pua yako inatosha makamasi,0,0,5,25,0,0,0
kufunga ma kampuni na fasi za michezo na kukatazwa kufanya shuruli,kufunga makampuni na fasi za michezo na kukatazwa kufanya shuruli,2,0,11,56,1,0,1
kuko inchi zenye zinakatala watu wote ao karibu wageni wote kuingia ao zinapunguza hesabu ya raia na wakaaji wa kawaida wa ile eneo kusafiri,tuko inchi zenye zinakatala watu wote ao karibu wageni wote kuingia ao zinapunguza hesabu ya raia ya wakaaji wa kawaida wa ile eneo kusafiri,2,2,24,117,2,0,0
ni maeneo gani njo zinaguswa,ni maeneo gani njo zinaguswa,0,0,5,24,0,0,0
maumivu ya sana ngambo ya kushoto ya kifua yako,maumivu ya sana ngambo ya kushoto ya kifua yako,0,0,9,39,0,0,0
huko marekani masomo ya elimu ya juu na vyuo vikuu zinatumika kama miji kidogo zenye zinapana franga mingi ku miji majimbo na maeneo,huko marekani masomo ya elimu ya juu na vyuo vikuu zinatumika kama miji kidogo zenye zinapana franga mingi ku miji majimbo na maeneo,0,0,23,110,0,0,0
ni maeneo gani njo zinaguswa,ni maeneo gani njo zinaguswa,0,0,5,24,0,0,0
ingine shirika kubwa ya basketball ya marekani national collegiate athletic association inayo simamia basketball kwenye vyuo vikuu ilishimamisha mashindano yake march madness kwa ligi ya wanaume na wanamuke,ingine shirika kubwa ya bisket bol marekani nache no colege tafeity casosiation inayo simamia baisket bon kwenye vyuo vikuu ilishimamisha mashindano yake miche maidnes kwa ligi ya wanaume na wanamuke,11,30,28,179,9,2,0
endelea na pata habari ugonjwa na kanuni za kusafiri zinabadilika haraka,endelea napata habari ugonjwa na kanuni za kusafiri zinabadilika haraka,2,0,11,62,1,0,1
nitakutumia picha,nitakutumia picha,0,0,2,16,0,0,0
kwa sababu ya ukosefu wa mask wafanyakazi kiafya wako na shida ya kupata mask na iyi inatia kila mtu katika hatari,kwa sababu ya ukosefu wa maske wafanyakazi kiafya wako na shida ya kupata maske na hii inatia kila mtu katika hatari,3,4,21,94,3,0,0
wakati ya kutumia kitambala ya kutoa buchafu fuata maelekezo yenye iko ku emballage,wakati ya kutumia kitambala ya kutoa uchafu fata maelekezo yenye iko ku ambalage,3,4,13,71,3,0,0
kukatazwa kuingia mu ma lupango kwenye watu hawaishi,kukatazwa kuingia mu mulango kwenye watu hawaishi,2,3,8,45,1,0,1
kuhakikisha kama kutumikisha programes na mitandao haitatia siri ya habari kuhusu wanafunzi katika hatari,kuhakikisha kama kutumikisha programme ya mitandao haitatia siri ya habari kuhusu wanafunzi katika hatari,2,3,14,92,2,0,0
sasa kama inawezekana reserver wekeza safari ya ndege ya moja kwa moja na kama haiko vile fikiria kwa uangalifu mahali kwenye unasafiri,sasa kama inawezekana kuchunga kuwekeza safari ya ndege ya moja kwa moja na kama haiko vile fikiria kwa uangalifu mahali kwenye unasafiri,2,10,22,114,2,0,0
angalia pia safari ya ndege na afya,angalia pia safari ya ndege na avia,1,2,7,29,1,0,0
kwa kweli wafanyakazi wa kiafya wako mu hatari kubwa kuliko wengine na vikundi vya magonjwa kati ya wafanyakazi na katika vituo vya afya,wakweli wafanyakazi wa kiafya wako mu hatari kubwa kuliko wengine na vikundi vya magonjwa kati ya wafanyakazi na katika vituo vya afya,2,1,23,114,1,0,1
bakia nyumbani kama unagonjwa na epuka kugusana na wengine mpaka alama zako zipotee,bakia nyumbani kama unagonjwa naepuka kugusana na wengine mpaka alama za kuzipote,4,2,13,71,3,0,1
kuko ukosefu wa mask za kinganga mu dunia,kuko ukosefu wa maske za kiganga mu dunia,2,2,8,34,2,0,0
nitakutumia picha,nitakutumia picha,0,0,2,16,0,0,0
sawa mama kutokana na alama zako inawezekana uko na virusi ya mafua,sawa namo kutokana na alama zako inawezekana huko na vihusi ya mafua,3,4,12,56,3,0,0
siku ya tano raisi wa marekani donald trump alitangaza zarura mu taifa nzima kwa kupiganisha muripuko ya ugonjwa wa sasa wa virusi ya corona,siku ya tano raisi wa marekani donal jump alitangaza zarura mutaifa nzima kwa kupiganisha muripuko ya ugonjwa wa sasa wa virusi ya corona,4,3,24,117,3,0,1
serkali ya amerika na canada zinashauri kuepuka kusafiri na mashua bateau ya starehe,serkali ya amerika na canada zinashauri kuepuka kusafiri na mashua ya stareihe,2,7,13,72,1,0,1
virusi ya corona inasambarana pia amerika ya kaskazini,virusi ya corona inasambarana pia amerika ya kaskazini,0,0,8,47,0,0,0
ukiugusa nawa mikono yako mara moja,ukiougusa nawa mikono yako mara moja,1,1,6,30,1,0,0
iyi inamaanisha kupunguza mawasiliano na wengine umbali ya metres mbili ao migulu sita nabo na kuepuka mikusanyiko,hii inamaanisha kupunguza mawasiliano na wengine umbali ya metres mbili ao migulu sita nabo na kuepuka mukusanyiko,2,3,17,98,2,0,0
hivi ni vyanzo vingine vya habari juu ya muripuko ya virusi ya corona,hivi na vianzo vingine vya habari juu ya muripuko ya virusi ya corona,2,2,13,57,2,0,0
kufungwa kwa masomo inaweza kuwa na matokeo mazuri wakati inachukuliwa mbio mbio,kufungwa kwa masomo inaweza kuwa na matokeo mazuri wakati inachukuliwa mbio mbio,0,0,12,69,0,0,0
vyuo vikuu zilifunga kwa muda wa juma moja lakini zikaanza tena toa mafunzo kupitia mtandao wa internet,vyuo vikuu vilifunga kwa muda wa juma moja lakini zikaanza tena toa mafunzo kupitia mtandao wa internet,1,1,17,87,1,0,0
elimu ya ngazi ya kwanza ya chuo kikuu inahusu elimu yenye inatolewa kisha masomo ya sekondari na ya mbele ya masomo ya chuo kikuu ambayo kwa ujumla mwanafunzi anapataka licence,elimu ya ngazi ya kwanza ya chuo kikuu inahusu elimu yenye inatolewa kisha masomo ya sekondari na ya mbele ya masomo ya chuo kikuu ambayo kwa ujumla mwanafunzi anapataka lissence,1,2,30,148,1,0,0
unaweza kugusa mukono ya mtu mwengine bila kupiga hatua ya kumujogelea,unaweza kugusa mkono ya mtu mwenyengine bila kupiga hatua ya kumujogelea,2,4,11,60,2,0,0
kisha kusafiri chunguza afya yako na upange kujitenga kwa juma mbili juu ya kuepusha kusambaraza ugonjwa kwa watu wengine,kisha kusafiri chunguza afya yako na upange kujitenga kwa juma mbili juu ya kuepusha kusambaraza ugonjwa kwa watu wengine,0,0,19,103,0,0,0
mu dunia kote kunaonekana ongezeko ya matukio ya ubaguzi ya rangi kwa watu kutoka asia ya mashariki ikiwemo miji kubwa kama new york londres na san francisco,mu dunia kote kunaonekana ongezeko ya matukio ya ubaguzi ya rangi kwa watu kutoka taisie ya mashariki ikiwemo miji mikubwa kama new york londre na san francisco,3,6,27,131,3,0,0
mfano wa kihesabu inaonesha kama maambukizi ya muripuko ya magonjwa inaweza kucheleweshwa kupitia kufungwa kwa masomo,mfano wa kihesabu inaonesha kama maambukizi ya muripuko ya magonjwa inaweza kucheleweshwa kupitia kufungwa kwa masomo,0,0,16,102,0,0,0
chama cha taifa ya basket ilishimamisha michezo kwa sababu ya ugonjwa ya virusi ya corona,chama cha taifa ya basket ilishimamisha mchezo kwa sababu ya ugonjwa ya virusi ya corona,1,1,15,75,1,0,0
kwa kweli wafanyakazi wa kiafya wako mu hatari kubwa kuliko wengine na vikundi vya magonjwa kati ya wafanyakazi na katika vituo vya afya,kwa kweli wafanyakazi wa kiafya wako mu hatari kubwa kuliko wengine na vikundi vya magonjwa kati ya wafanyakazi na katika vituo vya afya,0,0,23,114,0,0,0
epuka kukumbatiana kupana bizu kukamatana mikono ngumi kwa ngumi na mawasiliano yoyote ile,hepuka kukumbatiana kupana busu kukamatana mikono ngumi kwa ngumi na mawasiliano yoyote ile,2,3,13,78,2,0,0
inapitikana katikati ya kifua yangu,inapitikana katikati ya kifua yangu,0,0,5,31,0,0,0
wakati hakuna uhakika mipango inaweza kubadilika,wakati hakuna uhakika mipango inaweza kubadilika,0,0,6,43,0,0,0
kuuza billet ya safari ya iyi aina unaweza labda kuwasiliana na kampuni ya ndege ao kutumia njia isiyo julikana sana,kuuza bie ya safari ya hii aina unaweza labda kuwasiliana na kampuni ya ndege ao kutumia njia isiyo julikana sana,2,5,20,97,2,0,0
kulazimishwa kuvala mask ya kujikinga wakati uko kati ya watu wengi,kulazimishwa kuvala maske ya kujikinga wakati uko kati ya watu wengi,1,1,11,57,1,0,0
ukipata namna ya kurudia ku nyumba ujitayarishe kujua kama itakuwa na garama sana na hali yenye haiko ya kawaida na itakua na mashurti yenye haiko ya kawaida kama hakuna mizigo yenye iliandikwa,ukipata namna ya kurudia ku nyumba ujitayarishe kujua kama itakuwa na garama sanana hali yenye haiko ya kawaida na itakuwa na mashurti yenye haiko ya kawaida kama hakuna mizigo yenye iliandikiwa,4,2,32,162,3,0,1
kuangalia kama inawezekana kuhamisha vifaa vya aina iyi kwa muda mfupi kutoka mu ma salles informatique kwenda mu ma familia na kuwapatia fursa ya kutumikisha internet,kuangalia kama inawezekana kuhamisha vifaa vya aina hii kwa muda mfupi kutoka mu masal informatique kwenda m mafanilia la kuwapatia fursa ya kutumekesha internet,8,10,26,142,6,0,2
kama haiko vile ujitayarishe kama utalazimika kubakia mahali kwenye uko kwa muda mrefu,kama haiko vile ujitayarishe kama utalazimika kubakia mahali kwenye uko kwa muda mrefu,0,0,13,74,0,0,0
homa ilianza tangu siku mbili,uma ilianza tangu siku mbil,2,3,5,25,2,0,0
inaluma mu kifua,inaluma mu kifua,0,0,3,14,0,0,0
inchi zingine zitakupima pia hata kama hauna alama yoyote,inchi zingine bado zitakupima hata kama hauna alama yoyote,2,7,9,49,0,1,1
uko na kikohozi ya kukauka mafua pua yenye kutoa makamasi kutapika kuhara,uko na kikohozi ya kukauka mafua pua yenye kutoa makamasi kutapika kuhara,0,0,12,62,0,0,0
lakini habari njema ni kwamba safari mingi za ndege ziko beyi chini kuliko kawaida kwa sababu ya kupunguka kwa mahitaji na kuko uwezekano ya kuwa na kiti ya wazi karibu yako,lakini habari njoma ni kwamba safari mingi za ndege ziko bei chini kuliko kawaida kwa sababu ya kupunguka kwa mahitaji na kuko uwezekano ya kuwa na kiti ya wazi karibu yako,2,2,31,143,2,0,0
maambukizi kupitia kinywa na mavi nayo inawezekana,maambukizi kupitia kinywa na mavi nayo inawezekana,0,0,7,44,0,0,0
watu wako wa karibu wako na zile ma alama,watu wako wakaribu wako na zile ma alama,2,0,9,33,1,0,1
ugonjwa huo ni aina ya virusi ya corona familia ya sars mers na aina zingine za mafua ya kawaida,ugonjwa huu ni aina ya virusi ya corona familia ya sars meirs na aina zingine za mafua ya kawaida,2,2,19,78,2,0,0
katika hali zingine iyi inamaanisha beyi kali sana ya billet tiketi,katika hali zingine hii inamaanisha bei kani sana ya tiket ao by,6,13,11,57,5,1,0
na kwa iyo unesco iliomba inchi kusaidia wanafunzi waliyo guswa na jamaa zabo na kuweka mipango ya mafunzo kwa mbali na yenye itagusa eneo mingi,na kwa hiyo unisco iliomba inji kusaidia wanafunzi waliyo guswa na jamaa zabo na kuweka mipango ya kufuuzo kwa mbali na yenye itaguza eneo mingi,5,8,25,120,5,0,0
usiuze mask kama hauzihitaji,usiuza maaske kama uzihitaji,3,5,4,25,3,0,0
kukatazwa kuingia mu ma lupango kwenye watu hawaishi,kukatazwa kuingia mu malupango kwenye watu hawaishi,2,0,8,45,1,0,1
wanamuke ni wengi kati ya wafanyakazi wa kiafya na hawawezi enda ku kazi mara mingi juu ya majukumu zao za uzazi zinazo tokana na masomo kufungwa,mwanamuke ni wengi kati wa ifanyakazi wakifanya na hawawezi enda ku kazi mara nyingi juu ya majukumu za uu zao za uzali dirayo tu kana na masomo kufungwa,12,17,26,120,8,3,1
kutowa magonjwa wa kisukari unakuaka na shida ao magonjwa kali zingine,kutowa magonjwa ya kisukari unakuwaka na shida ao magonjwa kali zingine,2,2,11,60,2,0,0
kukausha mikono iliyo safishwa inasaidia kuondoa mikrobe ao vidudu ku ngozi kwa hivyo usiruke iyi hatua na usichangie kitambala ya kupanguza,kukausha mikono iliyo safishwa inasaidia kuondoa mikrobe ao vidudu ku ngozi kwa hivyo usiruke hii hatua na usichangie kitambala ya kupanguza,1,2,21,120,1,0,0
na uniambie ni alama gani uko nazo kwa sasa,na uniambie ni alama gani uko nazo kwa sasa,0,0,9,35,0,0,0
kama hauna namna ingine jielimishe na upate habari za sasa kuhusu hali ya mahali kwenye unapatikana,kama hauna namna ingine jielimishe na upate habari za sasa kuhusu hali ya mahali kwenye unapatikana,0,0,16,84,0,0,0
uwezo wa kuambukizwa tena na virusi kisha kuipona kwa mara ya kwanza haiyahakikishwa,uwezo wa kuambukizwa tena na virusi kisha kuipona kwa mara ya kwanza haihakikishwa,1,2,13,72,1,0,0
kuchagua suluhisho zenye zinajibu ku matatizo ya kiakili mbele ya elimu kutafuta vifaa kwa ajili ya kukusanyisha ma masomo wazazi walimu na wanafunzi,kuchagua suluhisho zenye zinaajibu ku matatizo ya kiakili mbele ya elimu kutafuta vifaa kwa ajili ya kukusanyisha masomo wazazi walimu na wanafunzi,2,3,23,127,1,0,1
usichangie vifaa binafsi ambavyo vinagusa mate kama vile brosse a dents mifuniko vinywaji chupa za maji na serviettes vitambala,usichangie vifaa binafsi ambavyo vinagusa mate kama vile bro sadants mifiniko vinywaji chupa za maji na serviett vitambala,5,6,19,109,4,0,1
kutayarisha maulizo uchunguzi ao mazowezi za mafunzo juu ya kufuatilia kwa ukaribu ginsi mafunzo ya wanafunzi inaendelea,kutayarisha maulizo uchunguzi ao mazoezi za mafunzo juu ya kufatilia kwa ukaribu ginsi mafunzo ya wanafunzi inaendelea,2,2,17,104,2,0,0
hatua zenye unashauriwa kukamata ni kutumikia kunyumba ikiwezekana kuepuka makundi ya watu na kutoka kunyumba isipokuwa ni lazima kabisa,hatua zenye unashauriwa kukamata ni kutumikia ku nyumba ikiwezekana kuepuka makundi ya watu na kutoka ku nyumba isipokuwa ni lazima kabisa,4,0,19,118,2,2,0
ni katikati ya kifua yangu,ni katikati ya kifua yangu,0,0,5,22,0,0,0
ni katikati ya kifua yangu,ni katikati ya kifua yangu,0,0,5,22,0,0,0
kwa kupima iyi umbali kwa haraka fikiria kuwa weye na mtu mwingine munanyorosheana mikono mumoja kwa mwengine,kwa kupima hii umbali kwa haraka fikiria kuwa wenye na mtu mwemungine munanyorosheana mikono mumoja kwa mwengine,3,6,17,93,3,0,0
wakati ya muripuko ya magonjwa kwenye mashua ya starehe kuwafungia watu na kutia nanga inakuwaka shida kwa sababu watu ni wengi ndani ya mashua,wakati ya muripuko ya magonjwa kwenye mashua ya starehe kuwafungia watu nakutia nanga inakuwaka shida kwa sababu watu ni wengi ndani ya mashua,2,0,24,120,1,0,1
tumia pia kitambala mouchoir kwa kugusa ecran ao boutons zingine,tumia pia kitambala mu choire kwa kugusa eucrants ao buton zingine,4,7,10,55,3,1,0
maeneo kwenye masomo zinabakia nafunguliwa ni taiwan singapour australia swede na maeneo tafauti za marekani,maeneo kwenye masomo zinabakia nafunguliwa n triwan singapore austreilia suedan la maeneo tofauti za marekani,7,10,15,94,7,0,0
heshimia kanuni za usafi kama zile za kuzuia mafua,heshimia kanuni za usafi kama zile za kuzumia mafua,1,1,9,42,1,0,0
kuepuka namna ya kufundisha ambayo inaomba mawasiliano ya ukaribu,kuepuka namna ya kufundisha ambayo inaomba mawasiliano ya ukaribu,0,0,9,57,0,0,0
kufungwa kwa muji yote kijiji ao muji mukubwa,kufungwa kwa muji yote kijiji ao muji mkubwa,1,1,8,38,1,0,0
kuepuka kupatia wanafunzi na wazazi kazi mingi kwa kuwaomba wa telecharger na wapime programes mingi ku mutandao,kuepuka kupatia wanafunzi na wazazi kazi mingi kwa kuwaomba wa terecharger na wa pime progame mingi ku tandao,5,5,17,96,4,1,0
kwa watu wasiyo kuwa na alama oms haishauri kuvala mask hata kama inchi zingine zinafanya hivyo,kwa watu wasiyo kuwa na alama oms haishauri kuvala maske hata kama inchi zingine zinafanya hivyo,1,1,16,80,1,0,0
safisha ma fasi kwa kutumia dawa inayofaa kama vile eau de javel yenye kuchangwa na maji,safisha mafasi kwa kutumia dawa inayofaa kama vile aude gaveuls yenye kuchangwa na maji,5,4,16,73,3,0,2
uchuruzi wa mask ya kujikinga ya uwezo ya chini mpaka ya uwezo ya kawaida inaweza kuazibiwa kwa kifungo cha maisha,uchuruzi wa maske ya kujikinga ya uwezo ya chini mpaka ya uwezo ya kadiri inaweza kuazibiwa kwa kifungo cha maisha,2,5,20,95,2,0,0
katika hali zingine iyi inamaanisha beyi kali sana ya billet tiketi,katika hali zingine hii inamaanisha bei kali sana ya bile ao tiketi,4,6,11,57,3,1,0
maumivu ya mwili na mafua,maumivu ya mwili na ma fu,2,1,5,21,1,1,0
maumivu ya sana ngambo ya kushoto ya kifua yako,maumivu ya sana ngambo ya kushoto ya kifua yako,0,0,9,39,0,0,0
maambukizi makubwa ikitokea kwa wakaaji wa eneo zaidi ya hatua ya watu kutosogeleana kuongeza siku za mapumuziko ya wanafunzi inaweza pia hitajika,maambukizi makubwa kitokea kwa wakaaji wa eneo zaidi ya hatua ya watu kutosobeliana kuongeza siku za mapumuziko ya wanafunzi inaeza pia hitajika,3,4,22,125,3,0,0
tumia pia kitambala mouchoir kwa kugusa ecran ao boutons zingine,tumia pia kitambala ao muchoi kwa kugusa écrans ao buton zingine,4,7,10,55,3,1,0
kama jibu ni ndio uko karibu sana,kama jibu ni ndio uko karibu sana,0,0,7,27,0,0,0
huko marekani masomo ya elimu ya juu na vyuo vikuu zinatumika kama miji kidogo zenye zinapana franga mingi ku miji majimbo na maeneo,huko marekani mashomo ya elimu ya juu na vyuo vikuu linatumika kama miji vido zenye zinapala fanga mimbi muvus na timo na maeneo,9,17,23,110,9,0,0
kuko inchi zenye zinakatala watu wote ao karibu wageni wote kuingia ao zinapunguza hesabu ya raia na wakaaji wa kawaida wa ile eneo kusafiri,kuko inchi zenye zinakatala watu wote ao karibu wageni wote kuingia ao zinapunguza hesabu ya raia na wakaaji wa kawaida wa ile eneo kusafiri,0,0,24,117,0,0,0
sawa kulingana na miye ni mafua ndogo,sawa kulingana na miye ni mafua ndogo,0,0,7,31,0,0,0
jaribu ku lipiya kiti ya pembeni ya dirisha na epuka kuzunguruka mu ndege wakati ya safari,jaribu kulipia kiti ya pembeni ya ndirisha na epuka kuzunguruka mu ndege wakati ya safari,3,2,16,75,2,0,1
wakati hakuna uhakika mipango inaweza kubadilika,wakati hakuna uhakika mipango inaweza kubadirika,1,1,6,43,1,0,0
vinyume vya muda mrefu kwa watu waliopona bado haiya julikani lakini upungufu wa uwezo ya kupumua ilioneshwa kwa wagonjwa mbalimbali waliopona,vinyume vya muda mrefu kwa watu waliyo pona bado haiyajulikana lakini upungufu wa uwezo ya kupumua ilioneshwa kwa wagonjwa mbali mbali waliyo pona,8,3,21,122,4,3,1
kuko matukio yenye ilikatazwa hasa ma spectacles tamasha mipango ya michezo na mafundisho za masomo zinapanwa ku mitandao iyi inamaanisha kama unaweza kuifata bila kusafiri,kuko matukio yenye ilikatazwa hasa ma spectaq ao tamasha mipango ya michezo na mafundisho za masomo zinapanwa ku mtandao hii namaanisha kama unaweza kuifata bila kusafiri,5,7,25,148,4,1,0
mwanzo ya mwezi wa tatu watu wakubwa watano wanao tumika katika kituo cha matunzo ya watoto wa shule ya msingi pa kobe walikutwa na ugongwa ya virusi ya corona,mwanzo ya mwezi ya tatu watu wakubwa watano mwanao tumika katika vituo vya matunzo ya watoto wa shule ya msingi pocoby walikutwa na ugonjwa wa virusi ya corona,8,10,29,131,7,0,1
mu ma eneo yaliyo gusiwa watafiti wengi wanashauria tabia inayo itwa umbali wa kimwili ao kutosogeleana,mu maeneo yaliyo gusiwa watafiti wengi wanashauri tabia inayo itwa umbali wa kimwili ao kutosogele yala,5,3,16,88,3,1,1
piko wakati iyi inakuwa haiwezekani hata kama uko na afya bora na unatimiza masharti ya sheria ya kuingia mu inchi,piko wakati hii nakuwa iwezekani hata kama uko na afya bora na unatimiza masharti ya sheria ya kuingia mu inchi,3,4,20,95,3,0,0
na alama zako hazipotei mu siku tano,na alama zako hazipotei mu siku tano,0,0,7,30,0,0,0
muji ya wuhan iko kwa hizo listes na kipande ingine ya china ku za mingi,muji ya wuhan iko kwa hiyo liste na kipande ingine ya china kuza mingi,4,2,15,58,3,0,1
elimu ya ngazi ya tatu pia inaitwa elimu ya juu inahusu viwango vya elimu vya bila mukazo kisha mwisho ya elimu ya sekondari ao lycee,vilivu ya ngazi ya tatu pia inaitwa milimu ya juu ninahusu viwangu vya elimu vya bila mukazo kisha mwisho ya elimu ya sekondari ao luce,5,9,25,109,5,0,0
lakini kampuni zingine zaidi ya maduka za kuuzisha chakula ma pharmacies zinafungwa na usafirishaji ya watu wengi zilipunguzwa ao kusimamishwa,lakini kampuni zingine zaidi ya maduka za kuuzisha chakula ma fharmasie zinafungwa na usafirishaji ya watu wengi ilipunguzwa ao kusimamishwa,2,4,20,123,2,0,0
inchi zingine zinaweka hatua kwa raia na wakaaji wa maeneo yenye inaambukizwa sana,inchi zingine zinaweka hatua kwa raia ya wakaaji wa maeneo yenye inaambukizwa sana,1,1,13,70,1,0,0
wengine waikuwa nasumbuka sana juu ya kufungwa mu maeneo tafauti,wengine walikuwa nasumbuka sana juu ya kufungwa mu maemeo tofauti,3,3,10,55,3,0,0
maambukizi kupitia bitu inawezekana kwa mfano kama mtu anakohola na kugusa mkono ya mulango kisha wengine wanagusa mkono poignet ya mulango na kisha sura zao,maambukizi kupitia bitu inawezekana kwa mfano kama mtu anakohola na kugusa mkono ya mulango kisha wengine wanagusa mkono poani ya mulango na kisha sura zao,1,4,25,133,1,0,0
hakikisha kama habari zote na mashauri yenye unapata zinahakikishwa na waganga na wanasayansi ambao wanajulikana muzuri,hakikisha kama habari zote na mashauri yenye unapata zinahakikishwa na waganga na wanasayansi ambao wanajulikana muzuri,0,0,16,104,0,0,0
